source,target,tgt_lng,src_lng,category,category_zh,same_source_alternatives
工作艦,Repair Ship,en-US,ja-JP,hull_type,舰种,
帆船,Sailing Frigate,en-US,ja-JP,hull_type,舰种,
弾幕,Barrage,en-US,ja-JP,game_term,游戏术语,
急降下爆撃機,dive bomber,en-US,ja-JP,naval_term,航海/军事术语,
戦艦,Battleship,en-US,ja-JP,hull_type,舰种,
戦闘機,fighter,en-US,ja-JP,naval_term,航海/军事术语,
戦隊,squadron,en-US,ja-JP,naval_term,航海/军事术语,
排水量,displacement,en-US,ja-JP,naval_term,航海/军事术语,
探照灯,searchlight,en-US,ja-JP,naval_term,航海/军事术语,
撃沈,sunk,en-US,ja-JP,naval_term,航海/军事术语,
改装,refit,en-US,ja-JP,naval_term,航海/军事术语,
改造,Retrofit,en-US,ja-JP,game_term,游戏术语,
旗艦,flagship,en-US,ja-JP,naval_term,航海/军事术语,
東煌,Dragon Empery,en-US,ja-JP,navy_prefix,阵营/舰名前缀,
機銃,machine gun,en-US,ja-JP,naval_term,航海/军事术语,
水上機,seaplane,en-US,ja-JP,naval_term,航海/军事术语,
水上機母艦,Seaplane Tender,en-US,ja-JP,hull_type,舰种,
水雷戦隊,flotilla,en-US,ja-JP,naval_term,航海/军事术语,
水雷艇,Torpedo Boat,en-US,ja-JP,hull_type,舰种,
汎用型ブリ,Universal Bulin,en-US,ja-JP,game_term,游戏术语,
満載排水量,full load displacement,en-US,ja-JP,naval_term,航海/军事术语,
演習,Exercise,en-US,ja-JP,game_term,游戏术语,
潜水空母,Aviation Submarine,en-US,ja-JP,hull_type,舰种,
潜水艦,Submarine,en-US,ja-JP,hull_type,舰种,
煙突,funnel,en-US,ja-JP,naval_term,航海/军事术语,
爆雷,depth charge,en-US,ja-JP,naval_term,航海/军事术语,
発射管,torpedo tube,en-US,ja-JP,naval_term,航海/军事术语,
白鷹,Eagle Union,en-US,ja-JP,navy_prefix,阵营/舰名前缀,
石油,Oil,en-US,ja-JP,game_term,游戏术语,
砲塔,turret,en-US,ja-JP,naval_term,航海/军事术语,
砲艦,Gunboat,en-US,ja-JP,hull_type,舰种,
秘書艦,Secretary Ship,en-US,ja-JP,game_term,游戏术语,
自沈,scuttled,en-US,ja-JP,naval_term,航海/军事术语,
航空巡洋艦,Aviation Cruiser,en-US,ja-JP,hull_type,舰种,
航空戦艦,Aviation Battleship,en-US,ja-JP,hull_type,舰种,
航空母艦,Aircraft Carrier,en-US,ja-JP,hull_type,舰种,
航続距離,cruising range,en-US,ja-JP,naval_term,航海/军事术语,
船体,hull,en-US,ja-JP,naval_term,航海/军事术语,
船団,convoy,en-US,ja-JP,naval_term,航海/军事术语,
艦尾,stern,en-US,ja-JP,naval_term,航海/军事术语,
艦橋,bridge,en-US,ja-JP,naval_term,航海/军事术语,
艦砲射撃,naval bombardment,en-US,ja-JP,naval_term,航海/军事术语,
艦載機,carrier-based aircraft,en-US,ja-JP,naval_term,航海/军事术语,
艦隊,fleet,en-US,ja-JP,naval_term,航海/军事术语,
艦首,bow,en-US,ja-JP,naval_term,航海/军事术语,
装備,Equipment,en-US,ja-JP,game_term,游戏术语,
装甲,armor,en-US,ja-JP,naval_term,航海/军事术语,
誓約,Oath,en-US,ja-JP,game_term,游戏术语,
誓約の指輪,Oath Ring,en-US,ja-JP,game_term,游戏术语,
護衛,escort,en-US,ja-JP,naval_term,航海/军事术语,
護衛空母,Escort Carrier,en-US,ja-JP,hull_type,舰种,
資材,Coin,en-US,ja-JP,game_term,游戏术语,
超甲型巡洋艦,Large Cruiser,en-US,ja-JP,hull_type,舰种,
軽巡洋艦,Light Cruiser,en-US,ja-JP,hull_type,舰种,
軽空母,Light Carrier,en-US,ja-JP,hull_type,舰种,
輸送艦,Munition Ship,en-US,ja-JP,hull_type,舰种,
速力,speed,en-US,ja-JP,naval_term,航海/军事术语,
造船所,shipyard,en-US,ja-JP,naval_term,航海/军事术语,
進水,launched,en-US,ja-JP,naval_term,航海/军事术语,
重巡洋艦,Heavy Cruiser,en-US,ja-JP,hull_type,舰种,
重桜,Sakura Empire,en-US,ja-JP,navy_prefix,阵营/舰名前缀,
重雷装巡洋艦,Torpedo Cruiser,en-US,ja-JP,hull_type,舰种,
鉄血,Iron Blood,en-US,ja-JP,navy_prefix,阵营/舰名前缀,
限界突破,Limit Break,en-US,ja-JP,game_term,游戏术语,
雷撃機,torpedo bomber,en-US,ja-JP,naval_term,航海/军事术语,
飛行甲板,flight deck,en-US,ja-JP,naval_term,航海/军事术语,
駆逐艦,Destroyer,en-US,ja-JP,hull_type,舰种,
高角砲,anti-aircraft gun,en-US,ja-JP,naval_term,航海/军事术语,
魚雷,torpedo,en-US,ja-JP,naval_term,航海/军事术语,
μ장비,μ Equipment,en-US,ko-KR,game_term,游戏术语,
갑판장갑,deck armor,en-US,ko-KR,naval_term,航海/军事术语,
개장,refit,en-US,ko-KR,naval_term,航海/军事术语,
개조,Retrofit,en-US,ko-KR,game_term,游戏术语,
건선거,dry dock,en-US,ko-KR,naval_term,航海/军事术语,
격침,sunk,en-US,ko-KR,naval_term,航海/军事术语,
결전 방안,PR Ship,en-US,ko-KR,game_term,游戏术语,
경순양함,Light Cruiser,en-US,ko-KR,hull_type,舰种,
경항공모함,Light Carrier,en-US,ko-KR,hull_type,舰种,
공작함,Repair Ship,en-US,ko-KR,hull_type,舰种,
구축함,Destroyer,en-US,ko-KR,hull_type,舰种,
급강하 폭격기,dive bomber,en-US,ko-KR,naval_term,航海/军事术语,
기뢰부설함,Minelayer,en-US,ko-KR,hull_type,舰种,
기준배수량,standard displacement,en-US,ko-KR,naval_term,航海/军事术语,
기총,machine gun,en-US,ko-KR,naval_term,航海/军事术语,
기함,flagship,en-US,ko-KR,naval_term,航海/军事术语,
네덜란드 왕립 해군,HNLMS,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
네임십,lead ship,en-US,ko-KR,naval_term,航海/军事术语,
노트,knot,en-US,ko-KR,naval_term,航海/军事术语,
뇌격기,torpedo bomber,en-US,ko-KR,naval_term,航海/军事术语,
다이아,Diamond,en-US,ko-KR,game_term,游戏术语,
대공포,anti-aircraft gun,en-US,ko-KR,naval_term,航海/军事术语,
대령,Captain,en-US,ko-KR,rank,军衔,
대위,Lieutenant,en-US,ko-KR,rank,军衔,
대잠전,anti-submarine warfare,en-US,ko-KR,naval_term,航海/军事术语,
대장,Admiral,en-US,ko-KR,rank,军衔,
대형순양함,Large Cruiser,en-US,ko-KR,hull_type,舰种,
도면,blueprint,en-US,ko-KR,naval_term,航海/军事术语,
독일 제국 해군,SMS,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
독일 해군,KMS,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
동명함,name ship,en-US,ko-KR,naval_term,航海/军事术语,
동황,Dragon Empery,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
레이더,radar,en-US,ko-KR,naval_term,航海/军事术语,
로열 네이비,Royal Navy,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
마스트,mast,en-US,ko-KR,naval_term,航海/军事术语,
만재배수량,full load displacement,en-US,ko-KR,naval_term,航海/军事术语,
메탈 블러드,Iron Blood,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
모니터함,Monitor,en-US,ko-KR,hull_type,舰种,
무장,armament,en-US,ko-KR,naval_term,航海/军事术语,
미사일 구축함,DDG,en-US,ko-KR,hull_type,舰种,
미합중국 해군,USS,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
배수량,displacement,en-US,ko-KR,naval_term,航海/军事术语,
범선,Sailing Frigate,en-US,ko-KR,hull_type,舰种,
범용형,UNIV,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
범용형 부린,Universal Bulin,en-US,ko-KR,game_term,游戏术语,
보조장비,Auxiliary Equipment,en-US,ko-KR,game_term,游戏术语,
봉쇄,blockade,en-US,ko-KR,naval_term,航海/军事术语,
부포,secondary gun,en-US,ko-KR,naval_term,航海/军事术语,
북방연합,Northern Parliament,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
비서함,Secretary Ship,en-US,ko-KR,game_term,游戏术语,
비시아 성좌,Vichya Dominion,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
비행갑판,flight deck,en-US,ko-KR,naval_term,航海/军事术语,
비행정,flying boat,en-US,ko-KR,naval_term,航海/军事术语,
사르데냐 제국,Sardegna Empire,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
사쿠라 엠파이어,Sakura Empire,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
상륙함,Landing Ship,en-US,ko-KR,hull_type,舰种,
서약,Oath,en-US,ko-KR,game_term,游戏术语,
서약의 반지,Oath Ring,en-US,ko-KR,game_term,游戏术语,
석유,Oil,en-US,ko-KR,game_term,游戏术语,
선봉함대,vanguard,en-US,ko-KR,naval_term,航海/军事术语,
선체,hull,en-US,ko-KR,naval_term,航海/军事术语,
성정,Cognition,en-US,ko-KR,game_term,游戏术语,
성정 유닛,Cognitive Chip,en-US,ko-KR,game_term,游戏术语,
세이렌,Siren,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
소나,sonar,en-US,ko-KR,naval_term,航海/军事术语,
소련 해군,SN,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
소령,Lieutenant Commander,en-US,ko-KR,rank,军衔,
소위,Ensign,en-US,ko-KR,rank,军衔,
소장,Rear Admiral,en-US,ko-KR,rank,军衔,
소해함,Minesweeper,en-US,ko-KR,hull_type,舰种,
속력,speed,en-US,ko-KR,naval_term,航海/军事术语,
수뢰전대,flotilla,en-US,ko-KR,naval_term,航海/军事术语,
수상기,seaplane,en-US,ko-KR,naval_term,航海/军事术语,
수상기모함,Seaplane Tender,en-US,ko-KR,hull_type,舰种,
수송선단,convoy,en-US,ko-KR,naval_term,航海/军事术语,
수송함,Munition Ship,en-US,ko-KR,hull_type,舰种,
숙소,Dorm,en-US,ko-KR,game_term,游戏术语,
순양전함,Battlecruiser,en-US,ko-KR,hull_type,舰种,
스킬,Skill,en-US,ko-KR,game_term,游戏术语,
승조원,crew,en-US,ko-KR,naval_term,航海/军事术语,
아이리스 리브르,Iris Libre,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
어뢰,torpedo,en-US,ko-KR,naval_term,航海/军事术语,
어뢰발사관,torpedo tube,en-US,ko-KR,naval_term,航海/军事术语,
어뢰순양함,Torpedo Cruiser,en-US,ko-KR,hull_type,舰种,
어뢰정,Torpedo Boat,en-US,ko-KR,hull_type,舰种,
연구함,Research Ship,en-US,ko-KR,game_term,游戏术语,
연돌,funnel,en-US,ko-KR,naval_term,航海/军事术语,
연습전,Exercise,en-US,ko-KR,game_term,游戏术语,
영국 왕립 해군,HMS,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
원수,Fleet Admiral,en-US,ko-KR,rank,军衔,
위탁,Commission,en-US,ko-KR,game_term,游戏术语,
유조선,oiler,en-US,ko-KR,naval_term,航海/军事术语,
이글 유니온,Eagle Union,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
이탈리아 왕립 해군,RN,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
일본 제국 해군,IJN,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
자매함,sister ship,en-US,ko-KR,naval_term,航海/军事术语,
자유 프랑스 해군,FFNF,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
자재,Coin,en-US,ko-KR,game_term,游戏术语,
자침,scuttled,en-US,ko-KR,naval_term,航海/军事术语,
잠수모함,Submarine Tender,en-US,ko-KR,hull_type,舰种,
잠수함,Submarine,en-US,ko-KR,hull_type,舰种,
잠수항모,Aviation Submarine,en-US,ko-KR,hull_type,舰种,
장갑,armor,en-US,ko-KR,naval_term,航海/军事术语,
장비,Equipment,en-US,ko-KR,game_term,游戏术语,
전대,squadron,en-US,ko-KR,naval_term,航海/军事术语,
전투기,fighter,en-US,ko-KR,naval_term,航海/军事术语,
전함,Battleship,en-US,ko-KR,hull_type,舰种,
정찰,reconnaissance,en-US,ko-KR,naval_term,航海/军事术语,
정찰기,reconnaissance aircraft,en-US,ko-KR,naval_term,航海/军事术语,
조선소,shipyard,en-US,ko-KR,naval_term,航海/军事术语,
주력함대,main fleet,en-US,ko-KR,naval_term,航海/军事术语,
주포,main gun,en-US,ko-KR,naval_term,航海/军事术语,
준장,Commodore,en-US,ko-KR,rank,军衔,
중령,Commander,en-US,ko-KR,rank,军衔,
중순양함,Heavy Cruiser,en-US,ko-KR,hull_type,舰种,
중위,Lieutenant Junior Grade,en-US,ko-KR,rank,军衔,
중장,Vice Admiral,en-US,ko-KR,rank,军衔,
진수,launched,en-US,ko-KR,naval_term,航海/军事术语,
참모장,Chief of Staff,en-US,ko-KR,rank,军衔,
초계,patrol,en-US,ko-KR,naval_term,航海/军事术语,
초계함,Corvette,en-US,ko-KR,hull_type,舰种,
총사령관,Commander-in-Chief,en-US,ko-KR,rank,军衔,
출격,sortie,en-US,ko-KR,naval_term,航海/军事术语,
취역,commissioned,en-US,ko-KR,naval_term,航海/军事术语,
캐터펄트,catapult,en-US,ko-KR,naval_term,航海/军事术语,
탄막,Barrage,en-US,ko-KR,game_term,游戏术语,
탄약운반함,ammunition ship,en-US,ko-KR,naval_term,航海/军事术语,
탐조등,searchlight,en-US,ko-KR,naval_term,航海/军事术语,
태스크 포스,task force,en-US,ko-KR,naval_term,航海/军事术语,
템페스타,MOT,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
톤수,tonnage,en-US,ko-KR,naval_term,航海/军事术语,
튤리파 왕국,Kingdom of Tulipa,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
특장형 부린,Specialized Bulin,en-US,ko-KR,game_term,游戏术语,
포탑,turret,en-US,ko-KR,naval_term,航海/军事术语,
포함,Gunboat,en-US,ko-KR,hull_type,舰种,
폭뢰,depth charge,en-US,ko-KR,naval_term,航海/军事术语,
프랑스 해군,MNF,en-US,ko-KR,navy_prefix,阵营/舰名前缀,
한계돌파,Limit Break,en-US,ko-KR,game_term,游戏术语,
함교,bridge,en-US,ko-KR,naval_term,航海/军事术语,
함대,fleet,en-US,ko-KR,naval_term,航海/军事术语,
함미,stern,en-US,ko-KR,naval_term,航海/军事术语,
함수,bow,en-US,ko-KR,naval_term,航海/军事术语,
함재기,carrier-based aircraft,en-US,ko-KR,naval_term,航海/军事术语,
함포사격,naval bombardment,en-US,ko-KR,naval_term,航海/军事术语,
항공모함,Aircraft Carrier,en-US,ko-KR,hull_type,舰种,
항공순양함,Aviation Cruiser,en-US,ko-KR,hull_type,舰种,
항공전함,Aviation Battleship,en-US,ko-KR,hull_type,舰种,
항속거리,cruising range,en-US,ko-KR,naval_term,航海/军事术语,
현측장갑,belt armor,en-US,ko-KR,naval_term,航海/军事术语,
호위,escort,en-US,ko-KR,naval_term,航海/军事术语,
호위구축함,Destroyer Escort,en-US,ko-KR,hull_type,舰种,
호위함,Frigate,en-US,ko-KR,hull_type,舰种,
호위항공모함,Escort Carrier,en-US,ko-KR,hull_type,舰种,
화물선,dry cargo ship,en-US,ko-KR,naval_term,航海/军事术语,
下水,launched,en-US,zh-CN,naval_term,航海/军事术语,
东煌,Dragon Empery,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
主力舰队（后排）,main fleet,en-US,zh-CN,naval_term,航海/军事术语,
主炮,main gun,en-US,zh-CN,naval_term,航海/军事术语,
侦察,reconnaissance,en-US,zh-CN,naval_term,航海/军事术语,
侦察机,reconnaissance aircraft,en-US,zh-CN,naval_term,航海/军事术语,
俯冲轰炸机,dive bomber,en-US,zh-CN,naval_term,航海/军事术语,
先锋舰队（前排）,vanguard,en-US,zh-CN,naval_term,航海/军事术语,
决战方案,PR Ship,en-US,zh-CN,game_term,游戏术语,
出击,sortie,en-US,zh-CN,naval_term,航海/军事术语,
击沉,sunk,en-US,zh-CN,naval_term,航海/军事术语,
副炮,secondary gun,en-US,zh-CN,naval_term,航海/军事术语,
北方联合,Northern Parliament,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
参谋长,Chief of Staff,en-US,zh-CN,rank,军衔,
反潜作战,anti-submarine warfare,en-US,zh-CN,naval_term,航海/军事术语,
同名舰,name ship,en-US,zh-CN,naval_term,航海/军事术语,
后宅,Dorm,en-US,zh-CN,game_term,游戏术语,
吨位,tonnage,en-US,zh-CN,naval_term,航海/军事术语,
图纸,blueprint,en-US,zh-CN,naval_term,航海/军事术语,
塞壬,Siren,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
声呐,sonar,en-US,zh-CN,naval_term,航海/军事术语,
姐妹舰,sister ship,en-US,zh-CN,naval_term,航海/军事术语,
委托,Commission,en-US,zh-CN,game_term,游戏术语,
导弹驱逐舰,DDG,en-US,zh-CN,hull_type,舰种,
封锁,blockade,en-US,zh-CN,naval_term,航海/军事术语,
巡逻,patrol,en-US,zh-CN,naval_term,航海/军事术语,
布雷舰,Minelayer,en-US,zh-CN,hull_type,舰种,
干船坞,dry dock,en-US,zh-CN,naval_term,航海/军事术语,
干货船,dry cargo ship,en-US,zh-CN,naval_term,航海/军事术语,
弹射器,catapult,en-US,zh-CN,naval_term,航海/军事术语,
弹幕,Barrage,en-US,zh-CN,game_term,游戏术语,
弹药船,ammunition ship,en-US,zh-CN,naval_term,航海/军事术语,
德国海军（铁血）,KMS,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
德意志帝国海军,SMS,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
心智,Cognition,en-US,zh-CN,game_term,游戏术语,
心智单元,Cognitive Chip,en-US,zh-CN,game_term,游戏术语,
总司令,Commander-in-Chief,en-US,zh-CN,rank,军衔,
意大利皇家海军（撒丁帝国）,RN,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
战列巡洋舰,Battlecruiser,en-US,zh-CN,hull_type,舰种,
战列舰,Battleship,en-US,zh-CN,hull_type,舰种,
战斗机,fighter,en-US,zh-CN,naval_term,航海/军事术语,
战队,squadron,en-US,zh-CN,naval_term,航海/军事术语,
扫雷舰,Minesweeper,en-US,zh-CN,hull_type,舰种,
技能,Skill,en-US,zh-CN,game_term,游戏术语,
护卫舰,Frigate,en-US,zh-CN,hull_type,舰种,
护航,escort,en-US,zh-CN,naval_term,航海/军事术语,
护航航空母舰,Escort Carrier,en-US,zh-CN,hull_type,舰种,
护航驱逐舰,Destroyer Escort,en-US,zh-CN,hull_type,舰种,
撒丁帝国,Sardegna Empire,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
旗舰,flagship,en-US,zh-CN,naval_term,航海/军事术语,
旧日本海军（重樱）,IJN,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
服役,commissioned,en-US,zh-CN,naval_term,航海/军事术语,
机枪,machine gun,en-US,zh-CN,naval_term,航海/军事术语,
标准排水量,standard displacement,en-US,zh-CN,naval_term,航海/军事术语,
桅杆,mast,en-US,zh-CN,naval_term,航海/军事术语,
武装,armament,en-US,zh-CN,naval_term,航海/军事术语,
水上机母舰,Seaplane Tender,en-US,zh-CN,hull_type,舰种,
水上飞机,seaplane,en-US,zh-CN,naval_term,航海/军事术语,
水雷战队,flotilla,en-US,zh-CN,naval_term,航海/军事术语,
油船,oiler,en-US,zh-CN,naval_term,航海/军事术语,
法国海军（维希教廷）,MNF,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
泛用型布里,Universal Bulin,en-US,zh-CN,game_term,游戏术语,
浅水重炮舰,Monitor,en-US,zh-CN,hull_type,舰种,
海军上将,Admiral,en-US,zh-CN,rank,军衔,
海军上尉,Lieutenant,en-US,zh-CN,rank,军衔,
海军上校,Captain,en-US,zh-CN,rank,军衔,
海军中将,Vice Admiral,en-US,zh-CN,rank,军衔,
海军中尉,Lieutenant Junior Grade,en-US,zh-CN,rank,军衔,
海军中校,Commander,en-US,zh-CN,rank,军衔,
海军元帅,Fleet Admiral,en-US,zh-CN,rank,军衔,
海军准将,Commodore,en-US,zh-CN,rank,军衔,
海军少将,Rear Admiral,en-US,zh-CN,rank,军衔,
海军少尉,Ensign,en-US,zh-CN,rank,军衔,
海军少校,Lieutenant Commander,en-US,zh-CN,rank,军衔,
深水炸弹,depth charge,en-US,zh-CN,naval_term,航海/军事术语,
满载排水量,full load displacement,en-US,zh-CN,naval_term,航海/军事术语,
演习,Exercise,en-US,zh-CN,game_term,游戏术语,
潜水航母,Aviation Submarine,en-US,zh-CN,hull_type,舰种,
潜艇,Submarine,en-US,zh-CN,hull_type,舰种,
潜艇母舰,Submarine Tender,en-US,zh-CN,hull_type,舰种,
炮塔,turret,en-US,zh-CN,naval_term,航海/军事术语,
炮舰,Gunboat,en-US,zh-CN,hull_type,舰种,
烟囱,funnel,en-US,zh-CN,naval_term,航海/军事术语,
物资,Coin,en-US,zh-CN,game_term,游戏术语,
特混舰队,task force,en-US,zh-CN,naval_term,航海/军事术语,
特装型布里,Specialized Bulin,en-US,zh-CN,game_term,游戏术语,
甲板装甲,deck armor,en-US,zh-CN,naval_term,航海/军事术语,
登陆舰,Landing Ship,en-US,zh-CN,hull_type,舰种,
白鹰,Eagle Union,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
皇家,Royal Navy,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
科研船,Research Ship,en-US,zh-CN,game_term,游戏术语,
秘书舰,Secretary Ship,en-US,zh-CN,game_term,游戏术语,
突破,Limit Break,en-US,zh-CN,game_term,游戏术语,
续航距离,cruising range,en-US,zh-CN,naval_term,航海/军事术语,
维修舰,Repair Ship,en-US,zh-CN,hull_type,舰种,
维希教廷,Vichya Dominion,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
美国海军（白鹰）,USS,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
自沉,scuttled,en-US,zh-CN,naval_term,航海/军事术语,
自由法国海军（自由鸢尾）,FFNF,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
自由鸢尾,Iris Libre,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
航空巡洋舰,Aviation Cruiser,en-US,zh-CN,hull_type,舰种,
航空战列舰,Aviation Battleship,en-US,zh-CN,hull_type,舰种,
航空母舰,Aircraft Carrier,en-US,zh-CN,hull_type,舰种,
航速,speed,en-US,zh-CN,naval_term,航海/军事术语,
舰员,crew,en-US,zh-CN,naval_term,航海/军事术语,
舰尾,stern,en-US,zh-CN,naval_term,航海/军事术语,
舰桥,bridge,en-US,zh-CN,naval_term,航海/军事术语,
舰炮射击,naval bombardment,en-US,zh-CN,naval_term,航海/军事术语,
舰载机,carrier-based aircraft,en-US,zh-CN,naval_term,航海/军事术语,
舰队,fleet,en-US,zh-CN,naval_term,航海/军事术语,
舰首,bow,en-US,zh-CN,naval_term,航海/军事术语,
舷侧装甲,belt armor,en-US,zh-CN,naval_term,航海/军事术语,
节,knot,en-US,zh-CN,naval_term,航海/军事术语,
苏联海军（北方联合）,SN,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
英国皇家海军（皇家）,HMS,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
荷兰皇家海军（郁金王国）,HNLMS,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
装备,Equipment,en-US,zh-CN,game_term,游戏术语,
誓约,Oath,en-US,zh-CN,game_term,游戏术语,
誓约之戒,Oath Ring,en-US,zh-CN,game_term,游戏术语,
设备,Auxiliary Equipment,en-US,zh-CN,game_term,游戏术语,
超巡洋舰,Large Cruiser,en-US,zh-CN,hull_type,舰种,
轻型护卫舰,Corvette,en-US,zh-CN,hull_type,舰种,
轻型航空母舰,Light Carrier,en-US,zh-CN,hull_type,舰种,
轻巡洋舰,Light Cruiser,en-US,zh-CN,hull_type,舰种,
运输舰,Munition Ship,en-US,zh-CN,hull_type,舰种,
运输船队,convoy,en-US,zh-CN,naval_term,航海/军事术语,
通用型,UNIV,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
造船厂,shipyard,en-US,zh-CN,naval_term,航海/军事术语,
郁金王国,Kingdom of Tulipa,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
重巡洋舰,Heavy Cruiser,en-US,zh-CN,hull_type,舰种,
重樱,Sakura Empire,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
钻石,Diamond,en-US,zh-CN,game_term,游戏术语,
铁血,Iron Blood,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
防空炮,anti-aircraft gun,en-US,zh-CN,naval_term,航海/军事术语,
雷达,radar,en-US,zh-CN,naval_term,航海/军事术语,
风帆舰,Sailing Frigate,en-US,zh-CN,hull_type,舰种,
飓风船团,MOT,en-US,zh-CN,navy_prefix,阵营/舰名前缀,
飞行甲板,flight deck,en-US,zh-CN,naval_term,航海/军事术语,
飞行艇,flying boat,en-US,zh-CN,naval_term,航海/军事术语,
首舰,lead ship,en-US,zh-CN,naval_term,航海/军事术语,
驱逐舰,Destroyer,en-US,zh-CN,hull_type,舰种,
鱼雷,torpedo,en-US,zh-CN,naval_term,航海/军事术语,
鱼雷发射管,torpedo tube,en-US,zh-CN,naval_term,航海/军事术语,
鱼雷巡洋舰,Torpedo Cruiser,en-US,zh-CN,hull_type,舰种,
鱼雷机,torpedo bomber,en-US,zh-CN,naval_term,航海/军事术语,
鱼雷艇,Torpedo Boat,en-US,zh-CN,hull_type,舰种,
