source,target,tgt_lng,src_lng,category,category_zh,same_source_alternatives
convoy,수송선단,ko-KR,en-US,naval_term,航海/军事术语,
Corvette,초계함,ko-KR,en-US,hull_type,舰种,
crew,승조원,ko-KR,en-US,naval_term,航海/军事术语,
cruising range,항속거리,ko-KR,en-US,naval_term,航海/军事术语,
CV,항공모함,ko-KR,en-US,hull_type,舰种,
CVE,호위항공모함,ko-KR,en-US,hull_type,舰种,
CVL,경항공모함,ko-KR,en-US,hull_type,舰种,
DD,구축함,ko-KR,en-US,hull_type,舰种,
DDG,미사일 구축함,ko-KR,en-US,hull_type,舰种,
DE,호위구축함,ko-KR,en-US,hull_type,舰种,
deck armor,갑판장갑,ko-KR,en-US,naval_term,航海/军事术语,
depth charge,폭뢰,ko-KR,en-US,naval_term,航海/军事术语,
Destroyer,구축함,ko-KR,en-US,hull_type,舰种,
Destroyer Escort,호위구축함,ko-KR,en-US,hull_type,舰种,
Diamond,다이아,ko-KR,en-US,game_term,游戏术语,
displacement,배수량,ko-KR,en-US,naval_term,航海/军事术语,
dive bomber,급강하 폭격기,ko-KR,en-US,naval_term,航海/军事术语,
Dorm,숙소,ko-KR,en-US,game_term,游戏术语,
Dragon Empery,동황,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
dry cargo ship,화물선,ko-KR,en-US,naval_term,航海/军事术语,
dry dock,건선거,ko-KR,en-US,naval_term,航海/军事术语,
Eagle Union,이글 유니온,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Ensign,소위,ko-KR,en-US,rank,军衔,
Equipment,장비,ko-KR,en-US,game_term,游戏术语,
escort,호위,ko-KR,en-US,naval_term,航海/军事术语,
Escort Carrier,호위항공모함,ko-KR,en-US,hull_type,舰种,
Exercise,연습전,ko-KR,en-US,game_term,游戏术语,
FFNF,자유 프랑스 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
fighter,전투기,ko-KR,en-US,naval_term,航海/军事术语,
flagship,기함,ko-KR,en-US,naval_term,航海/军事术语,
fleet,함대,ko-KR,en-US,naval_term,航海/军事术语,
Fleet,함대,ko-KR,en-US,naval_term,航海/军事术语,
Fleet Admiral,원수,ko-KR,en-US,rank,军衔,
flight deck,비행갑판,ko-KR,en-US,naval_term,航海/军事术语,
flotilla,수뢰전대,ko-KR,en-US,naval_term,航海/军事术语,
flying boat,비행정,ko-KR,en-US,naval_term,航海/军事术语,
Frigate,호위함,ko-KR,en-US,hull_type,舰种,
full load displacement,만재배수량,ko-KR,en-US,naval_term,航海/军事术语,
funnel,연돌,ko-KR,en-US,naval_term,航海/军事术语,
Gunboat,포함,ko-KR,en-US,hull_type,舰种,
Heavy Cruiser,중순양함,ko-KR,en-US,hull_type,舰种,
HMS,영국 왕립 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
HNLMS,네덜란드 왕립 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
hull,선체,ko-KR,en-US,naval_term,航海/军事术语,
IJN,일본 제국 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Iris Libre,아이리스 리브르,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Iron Blood,메탈 블러드,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Kingdom of Tulipa,튤리파 왕국,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
KMS,독일 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
knot,노트,ko-KR,en-US,naval_term,航海/军事术语,
Landing Ship,상륙함,ko-KR,en-US,hull_type,舰种,
Large Cruiser,대형순양함,ko-KR,en-US,hull_type,舰种,
launched,진수,ko-KR,en-US,naval_term,航海/军事术语,
lead ship,네임십,ko-KR,en-US,naval_term,航海/军事术语,
Lieutenant,대위,ko-KR,en-US,rank,军衔,
Lieutenant Commander,소령,ko-KR,en-US,rank,军衔,
Lieutenant Junior Grade,중위,ko-KR,en-US,rank,军衔,
Light Carrier,경항공모함,ko-KR,en-US,hull_type,舰种,
Light Cruiser,경순양함,ko-KR,en-US,hull_type,舰种,
Limit Break,한계돌파,ko-KR,en-US,game_term,游戏术语,
machine gun,기총,ko-KR,en-US,naval_term,航海/军事术语,
main fleet,주력함대,ko-KR,en-US,naval_term,航海/军事术语,
main gun,주포,ko-KR,en-US,naval_term,航海/军事术语,
mast,마스트,ko-KR,en-US,naval_term,航海/军事术语,
Minelayer,기뢰부설함,ko-KR,en-US,hull_type,舰种,
Minesweeper,소해함,ko-KR,en-US,hull_type,舰种,
MNF,프랑스 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Monitor,모니터함,ko-KR,en-US,hull_type,舰种,
MOT,템페스타,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Munition Ship,수송함,ko-KR,en-US,hull_type,舰种,
name ship,동명함,ko-KR,en-US,naval_term,航海/军事术语,
naval bombardment,함포사격,ko-KR,en-US,naval_term,航海/军事术语,
Northern Parliament,북방연합,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Oath,서약,ko-KR,en-US,game_term,游戏术语,
Oath Ring,서약의 반지,ko-KR,en-US,game_term,游戏术语,
Oil,석유,ko-KR,en-US,game_term,游戏术语,
oiler,유조선,ko-KR,en-US,naval_term,航海/军事术语,
patrol,초계,ko-KR,en-US,naval_term,航海/军事术语,
PR Ship,결전 방안,ko-KR,en-US,game_term,游戏术语,
radar,레이더,ko-KR,en-US,naval_term,航海/军事术语,
Rear Admiral,소장,ko-KR,en-US,rank,军衔,
reconnaissance,정찰,ko-KR,en-US,naval_term,航海/军事术语,
reconnaissance aircraft,정찰기,ko-KR,en-US,naval_term,航海/军事术语,
refit,개장,ko-KR,en-US,naval_term,航海/军事术语,
Repair Ship,공작함,ko-KR,en-US,hull_type,舰种,
Research Ship,연구함,ko-KR,en-US,game_term,游戏术语,
Retrofit,개조,ko-KR,en-US,game_term,游戏术语,
RN,이탈리아 왕립 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Royal Navy,로열 네이비,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Sailing Frigate,범선,ko-KR,en-US,hull_type,舰种,
Sakura Empire,사쿠라 엠파이어,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Sardegna Empire,사르데냐 제국,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
scuttled,자침,ko-KR,en-US,naval_term,航海/军事术语,
seaplane,수상기,ko-KR,en-US,naval_term,航海/军事术语,
Seaplane Tender,수상기모함,ko-KR,en-US,hull_type,舰种,
searchlight,탐조등,ko-KR,en-US,naval_term,航海/军事术语,
secondary gun,부포,ko-KR,en-US,naval_term,航海/军事术语,
Secretary Ship,비서함,ko-KR,en-US,game_term,游戏术语,
shipyard,조선소,ko-KR,en-US,naval_term,航海/军事术语,
Siren,세이렌,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
sister ship,자매함,ko-KR,en-US,naval_term,航海/军事术语,
Skill,스킬,ko-KR,en-US,game_term,游戏术语,
SMS,독일 제국 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
SN,소련 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
sonar,소나,ko-KR,en-US,naval_term,航海/军事术语,
sortie,출격,ko-KR,en-US,naval_term,航海/军事术语,
Sortie,출격,ko-KR,en-US,naval_term,航海/军事术语,
Specialized Bulin,특장형 부린,ko-KR,en-US,game_term,游戏术语,
speed,속력,ko-KR,en-US,naval_term,航海/军事术语,
squadron,전대,ko-KR,en-US,naval_term,航海/军事术语,
SS,잠수함,ko-KR,en-US,hull_type,舰种,
SSV,잠수항모,ko-KR,en-US,hull_type,舰种,
standard displacement,기준배수량,ko-KR,en-US,naval_term,航海/军事术语,
stern,함미,ko-KR,en-US,naval_term,航海/军事术语,
Submarine,잠수함,ko-KR,en-US,hull_type,舰种,
Submarine Tender,잠수모함,ko-KR,en-US,hull_type,舰种,
sunk,격침,ko-KR,en-US,naval_term,航海/军事术语,
task force,태스크 포스,ko-KR,en-US,naval_term,航海/军事术语,
Tempesta,템페스타,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
tonnage,톤수,ko-KR,en-US,naval_term,航海/军事术语,
torpedo,어뢰,ko-KR,en-US,naval_term,航海/军事术语,
Torpedo Boat,어뢰정,ko-KR,en-US,hull_type,舰种,
torpedo bomber,뇌격기,ko-KR,en-US,naval_term,航海/军事术语,
Torpedo Cruiser,어뢰순양함,ko-KR,en-US,hull_type,舰种,
torpedo tube,어뢰발사관,ko-KR,en-US,naval_term,航海/军事术语,
turret,포탑,ko-KR,en-US,naval_term,航海/军事术语,
UNIV,범용형,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
Universal Bulin,범용형 부린,ko-KR,en-US,game_term,游戏术语,
USS,미합중국 해군,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
vanguard,선봉함대,ko-KR,en-US,naval_term,航海/军事术语,
Vice Admiral,중장,ko-KR,en-US,rank,军衔,
Vichya Dominion,비시아 성좌,ko-KR,en-US,navy_prefix,阵营/舰名前缀,
μ Equipment,μ장비,ko-KR,en-US,game_term,游戏术语,
μ兵装,μ장비,ko-KR,ja-JP,game_term,游戏术语,
アイリス,아이리스 리브르,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
カタパルト,캐터펄트,ko-KR,ja-JP,naval_term,航海/军事术语,
サディア帝国,사르데냐 제국,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
スキル,스킬,ko-KR,ja-JP,game_term,游戏术语,
セイレーン,세이렌,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
ソナー,소나,ko-KR,ja-JP,naval_term,航海/军事术语,
ダイヤ,다이아,ko-KR,ja-JP,game_term,游戏术语,
ドック,도크,ko-KR,ja-JP,naval_term,航海/军事术语,
ネームシップ,네임십,ko-KR,ja-JP,naval_term,航海/军事术语,
ノット,노트,ko-KR,ja-JP,naval_term,航海/军事术语,
ブリ,부린,ko-KR,ja-JP,game_term,游戏术语,
マスト,마스트,ko-KR,ja-JP,naval_term,航海/军事术语,
レーダー,레이더,ko-KR,ja-JP,naval_term,航海/军事术语,
ロイヤル,로열 네이비,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
ヴィシア,비시아 성좌,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
中佐,중령,ko-KR,ja-JP,rank,军衔,
中将,중장,ko-KR,ja-JP,rank,军衔,
中尉,중위,ko-KR,ja-JP,rank,军衔,
主力艦隊,주력함대,ko-KR,ja-JP,naval_term,航海/军事术语,
主砲,주포,ko-KR,ja-JP,naval_term,航海/军事术语,
乗員,승조원,ko-KR,ja-JP,naval_term,航海/军事术语,
乾ドック,건선거,ko-KR,ja-JP,naval_term,航海/军事术语,
偵察,정찰,ko-KR,ja-JP,naval_term,航海/军事术语,
偵察機,정찰기,ko-KR,ja-JP,naval_term,航海/军事术语,
元帥,원수,ko-KR,ja-JP,rank,军衔,
兵装,무장,ko-KR,ja-JP,naval_term,航海/军事术语,
出撃,출격,ko-KR,ja-JP,naval_term,航海/军事术语,
前衛,선봉함대,ko-KR,ja-JP,naval_term,航海/军事术语,
副砲,부포,ko-KR,ja-JP,naval_term,航海/军事术语,
北方連合,북방연합,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
参謀長,참모장,ko-KR,ja-JP,rank,军衔,
司令長官,사령장관,ko-KR,ja-JP,rank,军衔,
哨戒,초계,ko-KR,ja-JP,naval_term,航海/军事术语,
図面,도면,ko-KR,ja-JP,naval_term,航海/军事术语,
型,형,ko-KR,ja-JP,naval_term,航海/军事术语,
基準排水量,기준배수량,ko-KR,ja-JP,naval_term,航海/军事术语,
大佐,대령,ko-KR,ja-JP,rank,军衔,
大将,대장,ko-KR,ja-JP,rank,军衔,
大尉,대위,ko-KR,ja-JP,rank,军衔,
姉妹艦,자매함,ko-KR,ja-JP,naval_term,航海/军事术语,
委託,위탁,ko-KR,ja-JP,game_term,游戏术语,
寮,숙소,ko-KR,ja-JP,game_term,游戏术语,
対潜,대잠,ko-KR,ja-JP,naval_term,航海/军事术语,
封鎖,봉쇄,ko-KR,ja-JP,naval_term,航海/军事术语,
少佐,소령,ko-KR,ja-JP,rank,军衔,
少将,소장,ko-KR,ja-JP,rank,军衔,
少尉,소위,ko-KR,ja-JP,rank,军衔,
就役,취역,ko-KR,ja-JP,naval_term,航海/军事术语,
巡洋戦艦,순양전함,ko-KR,ja-JP,hull_type,舰种,
工作艦,공작함,ko-KR,ja-JP,hull_type,舰种,
帆船,범선,ko-KR,ja-JP,hull_type,舰种,
弾幕,탄막,ko-KR,ja-JP,game_term,游戏术语,
急降下爆撃機,급강하 폭격기,ko-KR,ja-JP,naval_term,航海/军事术语,
戦艦,전함,ko-KR,ja-JP,hull_type,舰种,
戦闘機,전투기,ko-KR,ja-JP,naval_term,航海/军事术语,
戦隊,전대,ko-KR,ja-JP,naval_term,航海/军事术语,
掃海艇,소해정,ko-KR,ja-JP,hull_type,舰种,
排水量,배수량,ko-KR,ja-JP,naval_term,航海/军事术语,
探照灯,탐조등,ko-KR,ja-JP,naval_term,航海/军事术语,
撃沈,격침,ko-KR,ja-JP,naval_term,航海/军事术语,
改装,개장,ko-KR,ja-JP,naval_term,航海/军事术语,
改造,개조,ko-KR,ja-JP,game_term,游戏术语,
旗艦,기함,ko-KR,ja-JP,naval_term,航海/军事术语,
東煌,동황,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
機動部隊,기동부대,ko-KR,ja-JP,naval_term,航海/军事术语,
機銃,기총,ko-KR,ja-JP,naval_term,航海/军事术语,
正規空母,정규항공모함,ko-KR,ja-JP,hull_type,舰种,
水上機,수상기,ko-KR,ja-JP,naval_term,航海/军事术语,
水上機母艦,수상기모함,ko-KR,ja-JP,hull_type,舰种,
水雷戦隊,수뢰전대,ko-KR,ja-JP,naval_term,航海/军事术语,
水雷艇,어뢰정,ko-KR,ja-JP,hull_type,舰种,
汎用型ブリ,범용형 부린,ko-KR,ja-JP,game_term,游戏术语,
満載排水量,만재배수량,ko-KR,ja-JP,naval_term,航海/军事术语,
演習,연습전,ko-KR,ja-JP,game_term,游戏术语,
潜水空母,잠수항모,ko-KR,ja-JP,hull_type,舰种,
潜水艦,잠수함,ko-KR,ja-JP,hull_type,舰种,
煙突,연돌,ko-KR,ja-JP,naval_term,航海/军事术语,
爆雷,폭뢰,ko-KR,ja-JP,naval_term,航海/军事术语,
発射管,어뢰발사관,ko-KR,ja-JP,naval_term,航海/军事术语,
白鷹,이글 유니온,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
石油,석유,ko-KR,ja-JP,game_term,游戏术语,
砲塔,포탑,ko-KR,ja-JP,naval_term,航海/军事术语,
砲艦,포함,ko-KR,ja-JP,hull_type,舰种,
秘書艦,비서함,ko-KR,ja-JP,game_term,游戏术语,
級,급,ko-KR,ja-JP,naval_term,航海/军事术语,
自沈,자침,ko-KR,ja-JP,naval_term,航海/军事术语,
航空巡洋艦,항공순양함,ko-KR,ja-JP,hull_type,舰种,
航空戦艦,항공전함,ko-KR,ja-JP,hull_type,舰种,
航空母艦,항공모함,ko-KR,ja-JP,hull_type,舰种,
航続距離,항속거리,ko-KR,ja-JP,naval_term,航海/军事术语,
船体,선체,ko-KR,ja-JP,naval_term,航海/军事术语,
船団,수송선단,ko-KR,ja-JP,naval_term,航海/军事术语,
艦尾,함미,ko-KR,ja-JP,naval_term,航海/军事术语,
艦橋,함교,ko-KR,ja-JP,naval_term,航海/军事术语,
艦砲射撃,함포사격,ko-KR,ja-JP,naval_term,航海/军事术语,
艦載機,함재기,ko-KR,ja-JP,naval_term,航海/军事术语,
艦隊,함대,ko-KR,ja-JP,naval_term,航海/军事术语,
艦首,함수,ko-KR,ja-JP,naval_term,航海/军事术语,
装備,장비,ko-KR,ja-JP,game_term,游戏术语,
装甲,장갑,ko-KR,ja-JP,naval_term,航海/军事术语,
試作型ブリ,시제형 부린,ko-KR,ja-JP,game_term,游戏术语,
誓約,서약,ko-KR,ja-JP,game_term,游戏术语,
誓約の指輪,서약의 반지,ko-KR,ja-JP,game_term,游戏术语,
護衛,호위,ko-KR,ja-JP,naval_term,航海/军事术语,
護衛空母,호위항공모함,ko-KR,ja-JP,hull_type,舰种,
資材,자재,ko-KR,ja-JP,game_term,游戏术语,
超甲型巡洋艦,대형순양함,ko-KR,ja-JP,hull_type,舰种,
軽巡洋艦,경순양함,ko-KR,ja-JP,hull_type,舰种,
軽空母,경항공모함,ko-KR,ja-JP,hull_type,舰种,
輸送艦,수송함,ko-KR,ja-JP,hull_type,舰种,
速力,속력,ko-KR,ja-JP,naval_term,航海/军事术语,
造船所,조선소,ko-KR,ja-JP,naval_term,航海/军事术语,
連合艦隊,연합함대,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
進水,진수,ko-KR,ja-JP,naval_term,航海/军事术语,
重巡洋艦,중순양함,ko-KR,ja-JP,hull_type,舰种,
重桜,사쿠라 엠파이어,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
重雷装巡洋艦,어뢰순양함,ko-KR,ja-JP,hull_type,舰种,
鉄血,메탈 블러드,ko-KR,ja-JP,navy_prefix,阵营/舰名前缀,
限界突破,한계돌파,ko-KR,ja-JP,game_term,游戏术语,
雷撃機,뇌격기,ko-KR,ja-JP,naval_term,航海/军事术语,
飛行甲板,비행갑판,ko-KR,ja-JP,naval_term,航海/军事术语,
駆逐艦,구축함,ko-KR,ja-JP,hull_type,舰种,
高角砲,대공포,ko-KR,ja-JP,naval_term,航海/军事术语,
魚雷,어뢰,ko-KR,ja-JP,naval_term,航海/军事术语,
下水,진수,ko-KR,zh-CN,naval_term,航海/军事术语,
东煌,동황,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
中佐（中校）,중령,ko-KR,zh-CN,rank,军衔,
主力舰队（后排）,주력함대,ko-KR,zh-CN,naval_term,航海/军事术语,
主炮,주포,ko-KR,zh-CN,naval_term,航海/军事术语,
侦察,정찰,ko-KR,zh-CN,naval_term,航海/军事术语,
侦察机,정찰기,ko-KR,zh-CN,naval_term,航海/军事术语,
俯冲轰炸机,급강하 폭격기,ko-KR,zh-CN,naval_term,航海/军事术语,
元帅,원수,ko-KR,zh-CN,rank,军衔,
先锋舰队（前排）,선봉함대,ko-KR,zh-CN,naval_term,航海/军事术语,
决战方案,결전 방안,ko-KR,zh-CN,game_term,游戏术语,
出击,출격,ko-KR,zh-CN,naval_term,航海/军事术语,
击沉,격침,ko-KR,zh-CN,naval_term,航海/军事术语,
副炮,부포,ko-KR,zh-CN,naval_term,航海/军事术语,
北方联合,북방연합,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
参谋长,참모장,ko-KR,zh-CN,rank,军衔,
反潜,대잠,ko-KR,zh-CN,naval_term,航海/军事术语,
反潜作战,대잠전,ko-KR,zh-CN,naval_term,航海/军事术语,
司令长官,사령장관,ko-KR,zh-CN,rank,军衔,
同名舰,동명함,ko-KR,zh-CN,naval_term,航海/军事术语,
后宅,숙소,ko-KR,zh-CN,game_term,游戏术语,
吨位,톤수,ko-KR,zh-CN,naval_term,航海/军事术语,
图纸,도면,ko-KR,zh-CN,naval_term,航海/军事术语,
塞壬,세이렌,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
声呐,소나,ko-KR,zh-CN,naval_term,航海/军事术语,
大佐（上校）,대령,ko-KR,zh-CN,rank,军衔,
大尉（上尉）,대위,ko-KR,zh-CN,rank,军衔,
姐妹舰,자매함,ko-KR,zh-CN,naval_term,航海/军事术语,
委托,위탁,ko-KR,zh-CN,game_term,游戏术语,
导弹驱逐舰,미사일 구축함,ko-KR,zh-CN,hull_type,舰种,
封锁,봉쇄,ko-KR,zh-CN,naval_term,航海/军事术语,
少佐（少校）,소령,ko-KR,zh-CN,rank,军衔,
巡逻,초계,ko-KR,zh-CN,naval_term,航海/军事术语,
布里,부린,ko-KR,zh-CN,game_term,游戏术语,
布雷舰,기뢰부설함,ko-KR,zh-CN,hull_type,舰种,
干船坞,건선거,ko-KR,zh-CN,naval_term,航海/军事术语,
干货船,화물선,ko-KR,zh-CN,naval_term,航海/军事术语,
弹射器,캐터펄트,ko-KR,zh-CN,naval_term,航海/军事术语,
弹幕,탄막,ko-KR,zh-CN,game_term,游戏术语,
弹药船,탄약운반함,ko-KR,zh-CN,naval_term,航海/军事术语,
德国海军（铁血）,독일 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
德意志帝国海军,독일 제국 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
心智,성정,ko-KR,zh-CN,game_term,游戏术语,
心智单元,성정 유닛,ko-KR,zh-CN,game_term,游戏术语,
总司令,총사령관,ko-KR,zh-CN,rank,军衔,
意大利皇家海军（撒丁帝国）,이탈리아 왕립 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
战列巡洋舰,순양전함,ko-KR,zh-CN,hull_type,舰种,
战列舰,전함,ko-KR,zh-CN,hull_type,舰种,
战斗机,전투기,ko-KR,zh-CN,naval_term,航海/军事术语,
战队,전대,ko-KR,zh-CN,naval_term,航海/军事术语,
扫雷舰,소해함,ko-KR,zh-CN,hull_type,舰种,
扫雷艇,소해정,ko-KR,zh-CN,hull_type,舰种,
技能,스킬,ko-KR,zh-CN,game_term,游戏术语,
护卫舰,호위함,ko-KR,zh-CN,hull_type,舰种,
护航,호위,ko-KR,zh-CN,naval_term,航海/军事术语,
护航航空母舰,호위항공모함,ko-KR,zh-CN,hull_type,舰种,
护航驱逐舰,호위구축함,ko-KR,zh-CN,hull_type,舰种,
撒丁帝国,사르데냐 제국,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
旗舰,기함,ko-KR,zh-CN,naval_term,航海/军事术语,
旧日本海军（重樱）,일본 제국 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
服役,취역,ko-KR,zh-CN,naval_term,航海/军事术语,
机动部队,기동부대,ko-KR,zh-CN,naval_term,航海/军事术语,
机枪,기총,ko-KR,zh-CN,naval_term,航海/军事术语,
标准排水量,기준배수량,ko-KR,zh-CN,naval_term,航海/军事术语,
桅杆,마스트,ko-KR,zh-CN,naval_term,航海/军事术语,
正规航空母舰,정규항공모함,ko-KR,zh-CN,hull_type,舰种,
武装,무장,ko-KR,zh-CN,naval_term,航海/军事术语,
水上机母舰,수상기모함,ko-KR,zh-CN,hull_type,舰种,
水上飞机,수상기,ko-KR,zh-CN,naval_term,航海/军事术语,
水雷战队,수뢰전대,ko-KR,zh-CN,naval_term,航海/军事术语,
油船,유조선,ko-KR,zh-CN,naval_term,航海/军事术语,
法国海军（维希教廷）,프랑스 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
泛用型布里,범용형 부린,ko-KR,zh-CN,game_term,游戏术语,
浅水重炮舰,모니터함,ko-KR,zh-CN,hull_type,舰种,
海军上将,대장,ko-KR,zh-CN,rank,军衔,
海军上尉,대위,ko-KR,zh-CN,rank,军衔,
海军上校,대령,ko-KR,zh-CN,rank,军衔,
海军中将,중장,ko-KR,zh-CN,rank,军衔,
海军中尉,중위,ko-KR,zh-CN,rank,军衔,
海军中校,중령,ko-KR,zh-CN,rank,军衔,
海军元帅,원수,ko-KR,zh-CN,rank,军衔,
海军准将,준장,ko-KR,zh-CN,rank,军衔,
海军少将,소장,ko-KR,zh-CN,rank,军衔,
海军少尉,소위,ko-KR,zh-CN,rank,军衔,
海军少校,소령,ko-KR,zh-CN,rank,军衔,
深水炸弹,폭뢰,ko-KR,zh-CN,naval_term,航海/军事术语,
满载排水量,만재배수량,ko-KR,zh-CN,naval_term,航海/军事术语,
演习,연습전,ko-KR,zh-CN,game_term,游戏术语,
潜水航母,잠수항모,ko-KR,zh-CN,hull_type,舰种,
潜艇,잠수함,ko-KR,zh-CN,hull_type,舰种,
潜艇母舰,잠수모함,ko-KR,zh-CN,hull_type,舰种,
炮塔,포탑,ko-KR,zh-CN,naval_term,航海/军事术语,
炮舰,포함,ko-KR,zh-CN,hull_type,舰种,
烟囱,연돌,ko-KR,zh-CN,naval_term,航海/军事术语,
物资,자재,ko-KR,zh-CN,game_term,游戏术语,
特混舰队,태스크 포스,ko-KR,zh-CN,naval_term,航海/军事术语,
特装型布里,특장형 부린,ko-KR,zh-CN,game_term,游戏术语,
甲板装甲,갑판장갑,ko-KR,zh-CN,naval_term,航海/军事术语,
登陆舰,상륙함,ko-KR,zh-CN,hull_type,舰种,
白鹰,이글 유니온,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
皇家,로열 네이비,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
科研船,연구함,ko-KR,zh-CN,game_term,游戏术语,
秘书舰,비서함,ko-KR,zh-CN,game_term,游戏术语,
突破,한계돌파,ko-KR,zh-CN,game_term,游戏术语,
级,급,ko-KR,zh-CN,naval_term,航海/军事术语,
续航距离,항속거리,ko-KR,zh-CN,naval_term,航海/军事术语,
维修舰,공작함,ko-KR,zh-CN,hull_type,舰种,
维希教廷,비시아 성좌,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
美国海军（白鹰）,미합중국 해군,ko-KR,zh-CN,navy_prefix,阵营/舰名前缀,
